model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__learning_rate
KNN,f1_macro,0.09238616625467937,0.0038666609430066095,0.08875362078348796,0.0019595363471627374,2.0,1.0,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8436123348017621,0.8565121412803532,0.8366445916114791,0.8455896892311981,0.008230525716947578,13,0.7030092592592592,0.7356930509104422,0.6717818642993024,0.7034947248230012,0.026093890742485668,13,0.6576600870096717,0.6387248468941382,0.598753280839895,0.6317127382479016,0.02455443210543846,3,0.6750178954903364,0.6663267040625531,0.6171539515760621,0.6528328503763171,0.02547707553609358,1,True,,,
KNN,f1_macro,0.07935372988382976,0.002151829327336445,0.09047206242879231,0.004819672222255935,2.0,1.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8237885462555066,0.8167770419426048,0.8035320088300221,0.8146991990093778,0.008399202365260032,15,0.6768748492886424,0.6519604052277472,0.6256863351635604,0.6515071965599833,0.02090008043295258,14,0.6846079171610397,0.6432633420822397,0.6184930008748906,0.6487880867060566,0.027272545917704182,1,0.6805628847845206,0.6473319388817499,0.6218378621744065,0.6499108952802256,0.024043645483696707,2,True,,,
KNN,f1_macro,0.0898129145304362,0.002698718978355006,0.07425856590270996,0.00012533971056387898,3.0,1.0,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8700440528634361,0.8675496688741722,0.8609271523178808,0.866173624685163,0.003847041469056997,1,0.8226994967649173,0.8225585319552837,0.8537587412587413,0.8330055899929807,0.01467480683266489,7,0.6291122856218315,0.6114938757655293,0.5737642169728784,0.6047901261200798,0.023087621073841803,4,0.6655554306975815,0.6439052510219054,0.5910439206133123,0.6335015341109331,0.03129610495394248,3,True,,,
KNN,f1_macro,0.08524489402770996,0.002825757739357566,0.07457335789998372,0.0024885282434798078,3.0,1.0,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8678414096916299,0.8675496688741722,0.8609271523178808,0.865439410294561,0.0031928704130952247,2,0.8083094804406279,0.8225585319552837,0.8537587412587413,0.8282089178848843,0.018979883615612533,8,0.6277999496638262,0.6114938757655293,0.5737642169728784,0.6043526808007447,0.02263054868985272,5,0.6628712871287129,0.6439052510219054,0.5910439206133123,0.6326068195879769,0.030392252957892735,4,True,,,
KNN,f1_macro,0.09013279279073079,0.007008580555240381,0.0588988463083903,0.008556958924182881,2.0,2.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.775330396475771,0.7902869757174393,0.8057395143487859,0.7904522955139988,0.012415020752569035,16,0.6096352162536556,0.6154842497927604,0.6416655032807483,0.6222616564423881,0.013926826688811782,16,0.6280516305324848,0.6218832020997376,0.6479658792650919,0.6326335706324381,0.011130203452399042,2,0.6168205739251316,0.6184603654482105,0.6446552092990088,0.6266453828907836,0.01275245373776079,5,True,,,
KNN,f1_macro,0.09346946080525716,0.013415095184433661,0.055171569188435875,0.0011150488739154083,2.0,2.0,distance,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8105726872246696,0.8344370860927153,0.8167770419426048,0.8205956050866631,0.010109845092686177,14,0.6370316242439005,0.6673869287236561,0.6249868986479405,0.6431351505384991,0.01783966390802694,15,0.6213641103081293,0.603073053368329,0.5869422572178478,0.6037931402981019,0.014061884331578848,6,0.6281240475464798,0.6208528161233805,0.5985286109361152,0.6158351582019919,0.012592461641833783,6,True,,,
KNN,f1_macro,0.0888351599375407,0.003358597789579123,0.07635641098022461,0.0052675350449157875,6.0,1.0,uniform,"{'classifier__n_neighbors': 6, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8678414096916299,0.8631346578366446,0.8609271523178808,0.8639677399487184,0.0028835462092944163,3,0.8170629370629371,0.8222222222222222,0.9290540540540541,0.8561130711130711,0.05162005295190542,6,0.6222629705533383,0.5919728783902012,0.5625,0.5922452829811798,0.024398890897411523,7,0.6568405139833711,0.6175653594771242,0.5729292929292928,0.6157783887965961,0.03427990862353045,7,True,,,
KNN,f1_macro,0.0905596415201823,0.0008763901664616434,0.07503588994344075,0.005232658110590984,6.0,1.0,distance,"{'classifier__n_neighbors': 6, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8656387665198237,0.8675496688741722,0.8565121412803532,0.8632335255581164,0.004816336222274131,4,0.8215488215488216,0.8711384439359268,0.9271300448430493,0.8732724367759325,0.043129758652677305,5,0.6098766763743573,0.5945975503062118,0.5486111111111112,0.5843617792638934,0.02603773708010919,8,0.6414319932673012,0.6224160924649922,0.549308925045536,0.6043856702592764,0.03971135033660844,8,True,,,
KNN,f1_macro,0.08527636528015137,0.008099915252425833,0.05400530497233073,0.002542413580409147,3.0,2.0,distance,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.7098620869112673,0.7270090698164944,0.7191971865146738,0.7186894477474786,0.0070094272081638875,11,0.5869916945313343,0.5784667541557306,0.5658902012248469,0.577116216637304,0.008667418632728019,9,0.6066831683168317,0.5964259511581596,0.5785478325355626,0.5938856506701846,0.011625808210130128,9,True,,,
KNN,f1_macro,0.08774288495381673,0.0008158109269883612,0.056708176930745445,0.0027924670766344395,3.0,2.0,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8458149779735683,0.8498896247240618,0.847682119205298,0.8477955739676427,0.001665400957257413,11,0.7098620869112673,0.7270090698164944,0.7191971865146738,0.7186894477474786,0.0070094272081638875,11,0.5869916945313343,0.5784667541557306,0.5658902012248469,0.577116216637304,0.008667418632728019,9,0.6066831683168317,0.5964259511581596,0.5785478325355626,0.5938856506701846,0.011625808210130128,9,True,,,
